Comprende los objetivos del equipo y los objetivos de la empresa.,Ve cómo la contribución personal impacta el negocio.,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor.,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas,Comprende el impacto de nuestras operaciones en la comunidad.,Participa en actividades dentro de la comunidad.,Asume la responsabilidad de sus propias acciones y consecuencias.,Muestra congruencia en palabras y acciones.,Vive los valores y principios de Nestlé.,Actúa teniendo en cuenta la reputación y el mejor interés de la organización.,Interactúa con integridad y honestidad.,Admite errores.,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé.,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad.,Planea y prioriza el trabajo de manera efectiva.,Aprovecha cada oportunidad para hacer más de lo esperado.,No duda en actuar.,Persigue objetivos con energía y conduce hasta su finalización.,Asume la responsabilidad de entregar los resultados esperados (qué y cómo).,Busca activamente comentarios de otros.,Crea y ejecuta planes de desarrollo personal.,Aprovecha todas las oportunidades para aprender y crecer.,Aprende de los éxitos y errores.,Tiene recursos para perseguir objetivos de aprendizaje.,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites.",Obtiene la confianza y el apoyo de los demás.,Está preparado para hacer compromisos para lograr los objetivos del grupo.,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo.",Influye sin autoridad.,Se interesa y escucha atentamente las ideas de los demás.,Funciona a través de desacuerdos sin dañar las relaciones.,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos.,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia.",Inicia y contribuye a la innovación y la mejora continua.,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas.,Desafía constructivamente el por qué y pregunta por qué no.,Actúa de manera decisiva y proactiva.,Comprende los objetivos del equipo y los objetivos de la empresa._AUTOEVALUCIÓN,Ve cómo la contribución personal impacta el negocio._AUTOEVALUCIÓN,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor._AUTOEVALUCIÓN,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas_AUTOEVALUCIÓN,Comprende el impacto de nuestras operaciones en la comunidad._AUTOEVALUCIÓN,Participa en actividades dentro de la comunidad._AUTOEVALUCIÓN,Asume la responsabilidad de sus propias acciones y consecuencias._AUTOEVALUCIÓN,Muestra congruencia en palabras y acciones._AUTOEVALUCIÓN,Vive los valores y principios de Nestlé._AUTOEVALUCIÓN,Actúa teniendo en cuenta la reputación y el mejor interés de la organización._AUTOEVALUCIÓN,Interactúa con integridad y honestidad._AUTOEVALUCIÓN,Admite errores._AUTOEVALUCIÓN,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé._AUTOEVALUCIÓN,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad._AUTOEVALUCIÓN,Planea y prioriza el trabajo de manera efectiva._AUTOEVALUCIÓN,Aprovecha cada oportunidad para hacer más de lo esperado._AUTOEVALUCIÓN,No duda en actuar._AUTOEVALUCIÓN,Persigue objetivos con energía y conduce hasta su finalización._AUTOEVALUCIÓN,Asume la responsabilidad de entregar los resultados esperados (qué y cómo)._AUTOEVALUCIÓN,Busca activamente comentarios de otros._AUTOEVALUCIÓN,Crea y ejecuta planes de desarrollo personal._AUTOEVALUCIÓN,Aprovecha todas las oportunidades para aprender y crecer._AUTOEVALUCIÓN,Aprende de los éxitos y errores._AUTOEVALUCIÓN,Tiene recursos para perseguir objetivos de aprendizaje._AUTOEVALUCIÓN,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites._AUTOEVALUCIÓN",Obtiene la confianza y el apoyo de los demás._AUTOEVALUCIÓN,Está preparado para hacer compromisos para lograr los objetivos del grupo._AUTOEVALUCIÓN,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo._AUTOEVALUCIÓN",Influye sin autoridad._AUTOEVALUCIÓN,Se interesa y escucha atentamente las ideas de los demás._AUTOEVALUCIÓN,Funciona a través de desacuerdos sin dañar las relaciones._AUTOEVALUCIÓN,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos._AUTOEVALUCIÓN,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia._AUTOEVALUCIÓN",Inicia y contribuye a la innovación y la mejora continua._AUTOEVALUCIÓN,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas._AUTOEVALUCIÓN,Desafía constructivamente el por qué y pregunta por qué no._AUTOEVALUCIÓN,Actúa de manera decisiva y proactiva._AUTOEVALUCIÓN,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age
3,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,K,Operations,Analista Soporte Almacen,3356,35-39
3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,4,3,3,4,4,3,3,3,2,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,L,Research & Development,Tecnico Laboratorio Microbiologia,3342,30-34
4,4,4,3,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,4,4,4,3,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,4,4,4,3,3,4,3,3,2,3,3,3,3,3,2,3,J,Marketing & Sales,Especialista Ventas Distribucion,3328,35-39
4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,2,4,2,2,3,4,3,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,K,Marketing & Sales,Asesor Nutricional,3328,35-39
3,3,3,3,4,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,J,Marketing & Sales,Especialista Category Management,3328,35-39
3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,I,Marketing & Sales,Asesor Nutricional Instit y Hospitales,3328,35-39
4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,I,General Services,Coordinador Servicios Generales,3328,40-44
2,2,2,2,2,2,4,3,2,3,3,1,4,3,3,3,2,3,1,3,3,4,2,3,3,3,3,2,3,1,2,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,4,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,I,Operations,Coordinador Mantenimiento,3314,40-44
4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,J,Operations,Especialista Instrumentacion y Control,1977,40-44
4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,J,Operations,Especialista Fabricacion,3076,30-34
4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,J,Operations,Especialista Almacen,3314,35-39
3,4,2,3,3,3,2,3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,4,4,3,2,3,4,3,4,3,3,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,4,3,3,3,4,2,3,3,2,3,4,4,3,3,4,4,4,3,3,2,4,2,2,4,3,3,L,Operations,Settlement Technical,2935,30-34
3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Operations,Analista de Mantenimiento,3307,35-39
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,3,4,2,3,2,4,4,3,4,4,4,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,2,3,4,3,4,3,4,3,3,I,Operations,Coordinador Proyectos Ingenieria,3300,40-44
3,2,2,2,3,2,4,3,4,4,4,3,3,3,2,2,2,2,3,2,2,3,3,3,3,2,3,2,2,3,3,2,3,2,3,2,2,4,4,3,2,2,2,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,4,4,3,2,3,3,3,3,4,3,3,3,4,3,3,L,Marketing & Sales,Asesor Nutricional JR.,3300,35-39
3,4,3,2,2,1,4,4,3,3,4,4,3,3,2,2,2,3,3,3,3,2,4,3,4,4,3,2,3,4,3,4,2,3,2,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,L,Marketing & Sales,Vendedor OOH y FS,3300,35-39
4,3,4,4,4,4,3,4,4,3,4,4,3,4,2,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,I,Marketing & Sales,Coordinador Cuentas Clave,3284,30-34
3,3,4,3,4,3,4,4,3,4,4,4,4,3,2,3,2,3,4,4,2,3,3,2,2,4,4,3,3,4,4,3,2,2,3,4,3,3,3,4,3,4,3,4,4,3,4,4,4,4,3,2,3,2,3,4,4,2,3,3,2,2,4,4,3,3,4,4,3,2,2,3,4,3,I,Marketing & Sales,Asesor Nutricional Instit y Hospitales,3284,30-34
4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Marketing & Sales,Asesor Nutricional,3284,30-34
4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,3,3,4,3,4,4,4,I,Operations,Coordinador Agropecuario,3284,30-34
4,3,3,4,4,3,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,3,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,3,K,Marketing & Sales,Asesor Nutricional,3284,35-39
3,3,3,3,3,3,3,3,4,4,4,3,3,3,2,4,4,4,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,J,Marketing & Sales,Asesor Nutricional SR,3284,50-54
4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,I,Business Services,Business Analyst IT ADI,3284,35-39
3,2,3,3,3,2,4,3,3,4,4,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,L,Operations,Tecnico Administrativo Fabricación,1242,25-29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,3,3,2,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,J,Operations,Especialista Asesor Agricola,3269,35-39
4,3,4,2,3,2,4,3,4,4,4,4,3,3,3,3,3,3,3,3,2,3,4,4,3,4,3,3,3,4,4,3,3,3,4,2,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Marketing & Sales,Supervisor Ventas,3269,30-34
3,4,3,2,3,2,4,4,4,4,4,4,3,3,4,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,3,2,3,3,3,3,4,3,2,3,2,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3,4,4,3,4,3,3,4,3,4,K,Operations,Analista Soporte Almacen,3251,40-44
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador Liquidaciones,3251,35-39
4,4,4,3,3,2,4,4,4,4,4,3,4,4,3,3,4,4,4,2,3,3,4,3,3,3,2,4,3,2,3,4,4,3,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,3,3,4,4,3,3,3,4,4,3,4,4,3,J,Operations,Especialista MRP,3251,35-39
4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,I,Finance & Control,Coordinador Costos,3251,30-34
4,4,3,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,4,4,2,4,4,4,2,4,4,4,3,3,2,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,3,4,4,3,4,J,Operations,Especialista Administrativo Agropecuario,3253,30-34
4,4,3,3,4,4,4,3,4,4,4,3,4,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador Resurtido,3251,40-44
4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,I,Marketing & Sales,Coordinador Cuentas Clave,3223,35-39
4,4,3,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,2,4,4,2,2,2,4,4,3,4,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,I,Operations,Coordinador Programacion DSP,3208,40-44
4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,I,Marketing & Sales,Coordinador Resurtido,3208,40-44
4,4,3,3,4,3,3,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,4,4,3,3,4,3,4,4,3,4,4,4,4,3,2,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,4,3,3,4,4,4,3,3,4,4,4,3,3,3,4,3,3,4,4,3,I,Marketing & Sales,Coordinador Cuentas Clave,3208,30-34
4,4,4,4,2,2,4,4,4,4,4,3,4,3,3,3,4,3,4,4,3,4,4,4,4,4,4,3,2,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,J,Marketing & Sales,Especialista Territorial,3208,40-44
4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,3,2,4,3,4,2,3,4,2,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,I,Marketing & Sales,Coordinador Cuentas Clave,3208,30-34
4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,3,4,4,4,3,3,3,3,4,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,I,Operations,Coordinador Proyectos,3188,40-44
4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,L,Operations,Settlement Technical,3188,30-34
3,4,3,3,4,4,2,3,3,3,3,2,3,3,3,3,4,4,4,2,2,2,3,3,2,2,3,2,1,2,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,I,Marketing & Sales,Coordinador Marketing,3188,30-34
3,3,2,2,3,3,4,3,4,4,4,2,3,3,4,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,2,2,2,2,3,4,3,4,3,4,3,4,4,4,3,4,4,4,3,4,2,3,4,3,3,4,3,4,3,3,4,4,3,3,4,3,4,3,3,3,3,3,I,Marketing & Sales,Coordinador Operacion Trade Marketing,3160,35-39
4,4,4,3,4,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,2,3,3,2,3,2,3,4,4,3,2,3,4,4,4,4,3,4,3,3,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,3,J,Marketing & Sales,Asesor Nutricional SR,3160,35-39
3,3,2,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,4,4,4,4,3,3,3,4,4,3,3,4,I,Operations,Coordinador Socio de Negocio,3160,45-49
3,2,3,4,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,I,Marketing & Sales,Coordinador Regional Trade Marketing,3146,35-39
4,4,3,4,3,2,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,I,Business Services,Business Analyst PLog,3146,30-34
3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,3,2,3,4,4,4,3,4,1,4,3,4,3,4,3,3,2,4,2,3,3,3,1,2,4,3,3,4,4,3,2,3,3,3,3,3,3,4,3,3,K,Operations,Analista Aseguramiento Calidad,3146,30-34
3,2,3,3,3,3,4,3,4,3,4,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,2,3,3,2,3,3,3,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,J,Operations,Especialista MRP,3146,30-34
4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,3,3,2,3,2,3,3,4,4,4,3,4,2,4,4,3,3,4,4,4,3,4,3,4,2,3,2,2,4,4,3,4,3,2,3,3,4,3,4,3,3,2,4,4,I,Operations,Coordinador Planeacion Demanda,3131,40-44
4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,J,General Management,Asistente Ejecutiva VP,3131,50-54
4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,3,4,4,4,2,3,4,4,2,2,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,I,Marketing & Sales,Coordinador Cuentas Clave,3131,30-34
4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4,4,3,3,4,4,3,2,2,2,3,3,2,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,4,4,4,4,3,4,3,4,3,2,2,3,3,2,3,J,Operations,Especialista Aseguramiento Calidad,3116,35-39
4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,3,3,4,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,J,Marketing & Sales,Asesor Nutricional SR,3116,35-39
3,4,3,4,3,3,4,4,4,4,4,4,4,3,2,4,4,4,4,4,3,4,3,4,2,4,4,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,K,Marketing & Sales,Asesor Nutricional,3116,35-39
3,2,2,3,2,2,3,2,3,3,4,4,3,1,1,2,3,1,1,3,2,3,3,4,3,3,2,1,3,3,4,2,1,2,2,3,1,1,2,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,L,Operations,Tecnico Administrativo CR,3116,45-49
3,2,2,1,3,2,3,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,2,3,3,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,3,3,4,3,3,3,3,4,3,3,I,Human Resources,Coordinador HRBP,3116,40-44
4,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,H,Marketing & Sales,Jefe Trade Marketing,3100,30-34
4,4,3,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,J,Marketing & Sales,Asesor Nutricional SR,3100,35-39
3,3,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,3,4,4,4,3,3,4,3,4,3,2,4,4,3,3,4,4,2,3,3,4,3,3,2,2,4,4,4,4,4,4,4,3,4,3,3,4,3,2,2,3,3,3,3,4,4,3,3,4,3,3,3,3,4,2,3,J,Human Resources,Especialista Calidad Datos RH,3100,25-29
3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,3,3,3,3,2,3,4,4,3,3,3,4,4,4,4,4,4,L,Operations,Tecnico Laboratorio Microbiologia,3090,30-34
4,4,4,3,4,4,3,4,4,4,4,3,3,3,4,3,3,4,3,3,4,3,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,4,4,3,4,3,4,3,4,J,Marketing & Sales,Asesor Nutricional SR,3085,40-44
4,4,4,4,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador Automatizacion y Control,3072,30-34
4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,J,Operations,Especialista Instrumentacion y Control,3072,30-34
4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador MANTO Tecnico,3072,35-39
4,4,4,4,4,4,3,3,3,3,4,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I,Marketing & Sales,Jefe de Distrito NROC,3072,35-39
4,3,2,4,3,4,4,3,4,4,4,2,4,3,2,3,2,3,3,3,3,4,4,3,3,4,3,3,4,3,3,2,2,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,3,4,3,3,3,3,3,3,4,3,3,4,4,3,4,3,3,4,4,4,3,2,3,3,4,4,I,Marketing & Sales,Coordinador Cuentas Clave,3072,45-49
